Incidents_Recorded,Crime_Rate,Crime_City,Number_of_Records,Offence_Division,Offence Subdivision,Offence Subgroup,Crime_Year
1,7.24,MURRINDINDI,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2015
4,47.15,MANSFIELD,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
5,58.94,MANSFIELD,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
7,82.52,MANSFIELD,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2015
9,106.09,MANSFIELD,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2015
2,23.58,MANSFIELD,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2015
27,193.97,BENALLA,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
34,244.25,BENALLA,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
30,215.52,BENALLA,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2015
31,222.7,BENALLA,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2015
4,28.74,BENALLA,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2015
143,130.44,GREATER BENDIGO,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
198,180.61,GREATER BENDIGO,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
145,132.27,GREATER BENDIGO,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2015
170,155.07,GREATER BENDIGO,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2015
36,32.84,GREATER BENDIGO,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2015
80,45.72,BOROONDARA,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
83,47.43,BOROONDARA,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
75,42.86,BOROONDARA,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2015
59,33.72,BOROONDARA,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2015
19,10.86,BOROONDARA,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2015
198,97.93,BRIMBANK,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
373,184.48,BRIMBANK,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
328,162.22,BRIMBANK,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2015
389,192.39,BRIMBANK,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2015
66,32.64,BRIMBANK,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2015
38,101.79,CAMPASPE,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
56,150,CAMPASPE,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
56,150,CAMPASPE,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2015
90,241.07,CAMPASPE,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2015
14,37.5,CAMPASPE,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2015
58,62.75,CARDINIA,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
204,220.71,CARDINIA,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
79,85.47,CARDINIA,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2015
100,108.19,CARDINIA,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2015
13,14.06,CARDINIA,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2015
271,90.21,CASEY,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
634,211.05,CASEY,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
290,96.54,CASEY,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2015
357,118.84,CASEY,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2015
71,23.63,CASEY,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2015
5,66.34,LODDON,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
12,159.21,LODDON,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
9,119.41,LODDON,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2015
14,185.75,LODDON,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2015
2,26.54,LODDON,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2015
17,131.75,CENTRAL GOLDFIELDS,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
30,232.5,CENTRAL GOLDFIELDS,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
29,224.75,CENTRAL GOLDFIELDS,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2015
33,255.75,CENTRAL GOLDFIELDS,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2015
9,69.75,CENTRAL GOLDFIELDS,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2015
155,101.95,DAREBIN,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
134,88.14,DAREBIN,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
221,145.36,DAREBIN,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2015
202,132.86,DAREBIN,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2015
44,28.94,DAREBIN,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2015
64,142.95,EAST GIPPSLAND,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
134,299.3,EAST GIPPSLAND,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
104,232.29,EAST GIPPSLAND,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2015
146,326.1,EAST GIPPSLAND,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2015
33,73.71,EAST GIPPSLAND,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2015
162,117.45,FRANKSTON,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
237,171.82,FRANKSTON,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
246,178.35,FRANKSTON,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2015
237,171.82,FRANKSTON,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2015
90,65.25,FRANKSTON,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2015
2,68.59,QUEENSCLIFFE,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
1,34.29,QUEENSCLIFFE,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
1,34.29,QUEENSCLIFFE,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2015
216,92.94,GREATER GEELONG,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
321,138.12,GREATER GEELONG,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
354,152.32,GREATER GEELONG,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2015
323,138.98,GREATER GEELONG,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2015
59,25.39,GREATER GEELONG,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2015
82,56.01,GLEN EIRA,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
84,57.37,GLEN EIRA,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
53,36.2,GLEN EIRA,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2015
58,39.61,GLEN EIRA,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2015
15,10.25,GLEN EIRA,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2015
32,31.61,BAYSIDE,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
58,57.3,BAYSIDE,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
55,54.33,BAYSIDE,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2015
60,59.27,BAYSIDE,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2015
9,8.89,BAYSIDE,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2015
291,185.59,GREATER DANDENONG,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
420,267.86,GREATER DANDENONG,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
305,194.52,GREATER DANDENONG,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2015
209,133.29,GREATER DANDENONG,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2015
109,69.52,GREATER DANDENONG,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2015
112,173.5,GREATER SHEPPARTON,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
154,238.56,GREATER SHEPPARTON,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
128,198.28,GREATER SHEPPARTON,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2015
196,303.62,GREATER SHEPPARTON,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2015
34,52.67,GREATER SHEPPARTON,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2015
102,111.2,HOBSONS BAY,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
126,137.37,HOBSONS BAY,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
98,106.84,HOBSONS BAY,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2015
140,152.63,HOBSONS BAY,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2015
17,18.53,HOBSONS BAY,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2015
1,25.27,WEST WIMMERA,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2015
1,25.27,WEST WIMMERA,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2015
